smi,r,fr_0,ci_beta,resolve_score
C[C@H]1COCCN(c2ccc3c(c2)OCCO3)C1,2.215456247329712,2.215456008911133,25.887243270874023,3.6827433109283447
C[C@H]1CCOCCN1c1ccc2c(c1)OCCO2,2.2146267890930176,2.2146267890930176,1.1785290241241455,3.7523462772369385
C[C]1C[C@H](C)CN(c2ccc3c(c2)OCCO3)C1,2.2125511169433594,2.2125511169433594,15.922948837280273,3.7401394844055176
C[C]1C[C@@H](O)CN(c2ccc3c(c2)OCCO3)C1,2.2119088172912598,2.2119088172912598,12.11803150177002,3.819601535797119
C[C@@H]1COCCN(c2ccc3c(c2)OCCO3)C1,2.205613613128662,2.205613613128662,10.804656028747559,3.6827433109283447
Fc1cccc(F)c1-c1ccc2c(c1)OCCO2,2.204049587249756,2.204049587249756,10.138360977172852,3.8404481410980225
Fc1ccnc(F)c1-c1ccc2c(c1)OCCO2,2.203632354736328,2.203632354736328,28.74643325805664,3.8116140365600586
Fc1nccc(-c2ccc3c(c2)OCCO3)c1F,2.2030696868896484,2.2030696868896484,4.849601745605469,3.8161203861236572
CCC(C)(C)C(=O)c1ccc2c(c1)OCCO2,2.201611280441284,2.201611280441284,38.50272750854492,3.7601001262664795
O=C1OCC[C@@]12CCN(c1c(F)ccnc1F)C2,2.19875431060791,2.19875431060791,34.46346664428711,3.822674512863159
C[C@H]1COCCN(CC2(C#N)CCN(C)CC2)C1,2.1943750381469727,2.1943750381469727,27.363277435302734,3.817415714263916
CN1CCC(C#N)(Oc2c(F)cccc2F)CC1,2.19148588180542,2.19148588180542,19.452442169189453,3.7193470001220703
C[C@@H]1C[C@H](C)CN(c2ccc3c(c2)OCCO3)C1,2.190807819366455,2.190807819366455,27.089691162109375,3.9488563537597656
C[C@H]1COCCN(c2ccc(C#N)c(Cl)c2)C1,2.189615249633789,2.189615249633789,43.432952880859375,3.8965957164764404
CN1CCC(C#N)(c2cnn3c2OCCC3)CC1,2.1880455017089844,2.1880455017089844,59.25791931152344,3.8631062507629395
C[C@]1(O)CCCN(c2ccc3c(c2)OCCO3)CC1,2.1864960193634033,2.1864960193634033,17.565231323242188,3.897721290588379
C[C@@H](O)CCCCCc1ccc2c(c1)OCCO2,2.1863741874694824,2.1863741874694824,12.387557983398438,3.723865032196045
CN1CCC(C#N)(c2ccc3c(c2)OCCO3)CC1,2.1838738918304443,2.1838738918304443,25.868886947631836,3.8932173252105713
C[C@@]1(O)CCCN(c2ccc3c(c2)OCCO3)CC1,2.183135986328125,2.183135986328125,8.191442489624023,3.897721290588379
C[C@]1(O)CCCN(c2cnn3c2OCCC3)CC1,2.1815903186798096,2.1815903186798096,39.29148864746094,3.8840646743774414
C[C@H]1COCCN(CCCCCCS(C)(=O)=O)C1,2.181539535522461,2.181539535522461,23.075275421142578,3.8463473320007324
CS(=O)(=O)CCCCc1ccc2c(c1)OCCO2,2.1806211471557617,2.1806211471557617,19.574016571044922,3.8887782096862793
Cc1cn2ccc(N3CCOC[C@H](C)C3)cc2n1,2.1804416179656982,2.1804416179656982,3.7898108959198,3.7126975059509277
C[C@H]1COCCN(c2ccc(S(C)(=O)=O)s2)C1,2.1784005165100098,2.1784005165100098,32.33934783935547,3.8347344398498535
C[C@@]1(O)CCCN(c2cnn3c2OCCC3)CC1,2.1773064136505127,2.1773064136505127,13.77502155303955,3.8840646743774414
N#C[C@H]1CN(c2ccc3c(c2)OCCO3)CCO1,2.175293445587158,2.175293445587158,6.087198257446289,3.648275852203369
C[C@H]1COCCN(CCCN2C[C@@H](C)[C@H](N)C2)C1,2.1725425720214844,2.1725425720214844,17.089290618896484,3.768216133117676
C[C@H]1COCCN(CCN2CCOC[C@H](C)C2)C1,2.1711926460266113,2.1711926460266113,36.25132369995117,3.6588876247406006
O[C]1CN(c2ccc3c(c2)OCCO3)C[C@@H]1O,2.170133352279663,2.170133352279663,28.65565299987793,3.7845659255981445
Clc1ccc(-c2ccc3c(c2)OCCO3)nc1,2.169600486755371,2.169600486755371,16.531028747558594,3.8620123863220215
CN1C[C@@H]2CN(c3ccc4c(c3)OCCO4)C[C@@H]2C1,2.1692285537719727,2.1692285537719727,13.201265335083008,3.856635808944702
CC[C@@H](C)N(OC)C(=O)C1(C#N)CCN(C)CC1,2.1691603660583496,2.1691603660583496,45.97969436645508,3.8459181785583496
CCCCC[C@@H](C)CCC1(C#N)CCN(C)CC1,2.1685092449188232,2.1685092449188232,29.834230422973633,3.7545535564422607
C[C@H]1N(c2ccc(S(C)(=O)=O)s2)CCOC1(C)C,2.168179988861084,2.168179988861084,13.89801025390625,3.7650229930877686
CN1CCC(C#N)(Oc2c(F)ccnc2F)CC1,2.1678123474121094,2.1678123474121094,45.64889144897461,3.6603524684906006
CN1CCC(C#N)(C2(C#N)CCN(C)CC2)CC1,2.1675517559051514,2.1675517559051514,41.30046463012695,3.9867546558380127
CC[C@H](C)N(OC)C(=O)C1(C#N)CCN(C)CC1,2.167025566101074,2.167025566101074,48.809593200683594,3.8459181785583496
C=CC[C](CO)CCCN1CCC[C@](C)(O)CC1,2.166698694229126,2.166698694229126,35.73945236206055,3.8378992080688477
C[C@H]1COCCN(c2cnn3c2OCCC3)C1,2.1659674644470215,2.1659674644470215,62.171478271484375,3.7568626403808594
C[C@H]1COCCN(CCN2CCC[C@](C)(O)CC2)C1,2.165620803833008,2.165621042251587,30.19780921936035,3.8328394889831543
C[C@@H]1COCCN(c2ccc(S(C)(=O)=O)s2)C1,2.1655478477478027,2.1655478477478027,6.553651809692383,3.8347344398498535
Fc1ccc(-c2ccc3c(c2)OCCO3)nc1,2.1641082763671875,2.1641082763671875,9.955056190490723,3.897461175918579
C[C]1CN(c2ccc3c(c2)OCCO3)C[C@@H]1O,2.1640989780426025,2.1640989780426025,45.19684600830078,3.7591071128845215
O[C@H]1CN(c2ccc3c(c2)OCCO3)C[C@@H]1O,2.1639158725738525,2.1639158725738525,30.784273147583008,3.8921422958374023
CCC(C)(C)C(=O)N1CC[C@@]2(CCOC2=O)C1,2.163492202758789,2.163492202758789,26.216754913330078,3.8832483291625977
CCC(C)(C)C(=O)OC1(C#N)CCN(C)CC1,2.1633288860321045,2.1633288860321045,32.4817008972168,3.817185640335083
c1cc2c(cc1N1CCCC3(CC3)C1)OCCO2,2.162353038787842,2.162353038787842,4.0814642906188965,3.95460844039917
CN1CCC(C#N)(Oc2ccc(C#N)c(Cl)c2)CC1,2.1618614196777344,2.1618614196777344,58.601741790771484,3.8466320037841797
C[C@H]1COCCN(C(=O)c2cnn3c2OCCC3)C1,2.1617605686187744,2.1617605686187744,34.54759216308594,3.7430663108825684
C[C@H]1COCCN(OC2(C#N)CCN(C)CC2)C1,2.1616313457489014,2.1616313457489014,36.073265075683594,3.7734200954437256
C#CCCCCCC[C@@H]1[C@@H]2CCO[C@@H]2C12CCC2,2.1610348224639893,2.1610348224639893,7.747231483459473,3.848034381866455
N#Cc1ccc(-c2ccc3c(c2)OCCO3)o1,2.1607537269592285,2.1607537269592285,18.908960342407227,3.7408316135406494
C[C@H]1COCCN(CCN2CCC[C@@](C)(O)CC2)C1,2.159435272216797,2.159435272216797,15.575116157531738,3.8328394889831543
CC(C)(C)[C@H](O)C(=O)c1cnn2c1OCCC2,2.158961534500122,2.158961534500122,11.354127883911133,3.855748176574707
C=CC[C](CO)CCCC1(C#N)CCN(C)CC1,2.1588587760925293,2.1588587760925293,37.03004837036133,3.7325284481048584
CN1CCC(C#N)(OC2(C#N)CCN(C)CC2)CC1,2.157574415206909,2.157574415206909,51.9294319152832,3.8746206760406494
CCC(CCCN1CCOC(C)(C)[C@H]1C)[N+](=O)[O-],2.157398223876953,2.157398223876953,8.659231185913086,3.77327561378479
Cc1nnccc1N1CC[C@@]2(CCOC2=O)C1,2.1571381092071533,2.1571381092071533,38.34848403930664,3.809208393096924
Fc1ccnc(F)c1N1CCn2nccc2C1,2.155827522277832,2.155827522277832,11.431314468383789,3.846245765686035
NC1CCN(c2ccc3c(c2)OCCO3)CC1,2.1543078422546387,2.1543078422546387,11.369056701660156,3.9247677326202393
C[C@H]1N(c2cnn3c2OCCC3)CCOC1(C)C,2.1538469791412354,2.1538469791412354,11.18753719329834,3.8046083450317383
O=[N+]([O-])c1cc(-c2ccc3c(c2)OCCO3)on1,2.152832508087158,2.152832508087158,13.735469818115234,3.8672006130218506
Cc1noc(C)c1N1CCC[C@H]2CN(C)CC[C@H]21,2.1526668071746826,2.1526668071746826,7.657424449920654,3.900435447692871
CN1C[C]2CN(c3ccc(C#N)c(Cl)c3)C[C@H]2C1,2.152503728866577,2.152503728866577,12.594372749328613,3.8710992336273193
Cc1nnccc1-c1ccc2c(c1)OCCO2,2.1522624492645264,2.1522624492645264,4.137791633605957,3.87898850440979
N#Cc1ccsc1-c1ccc2c(c1)OCCO2,2.1520330905914307,2.1520328521728516,11.688486099243164,3.703465461730957
Fc1ccc(-c2cnn3c2OCCC3)c(F)c1F,2.151827812194824,2.151827812194824,8.337722778320312,3.7912793159484863
C[C@@H]1CN(c2ccc3c(c2)OCCO3)CCS1,2.1515088081359863,2.1515088081359863,21.004533767700195,3.6671321392059326
C#CCCCCCCC1(C#N)CCN(C)CC1,2.1513938903808594,2.1513938903808594,29.395193099975586,3.849289894104004
C[C@H]1COCCN(c2c([N+](=O)[O-])ncn2C)C1,2.1513924598693848,2.1513924598693848,24.406810760498047,3.8945133686065674
N#Cc1ccc(N2CC[C@@]3(CCOC3=O)C2)cc1Cl,2.1504557132720947,2.1504557132720947,20.21803092956543,3.932363748550415
C[C@H]1CCOCCN1c1ccc(S(C)(=O)=O)s1,2.150298595428467,2.150298595428467,8.358524322509766,3.878967046737671
C[C@H]1CNCCN1c1ccc2c(c1)OCCO2,2.150092601776123,2.150092601776123,9.962239265441895,3.7945053577423096
CCCCC[C](C)CCN1CCC[C@](C)(O)CC1,2.1497325897216797,2.1497325897216797,19.876876831054688,3.754448175430298
N#Cc1ccc(-c2c(F)ccnc2F)cc1Cl,2.1490345001220703,2.1490345001220703,23.717302322387695,3.9089436531066895
C[C@H]1COCCN(CCC2(C#N)CCN(C)CC2)C1,2.1486852169036865,2.1486854553222656,43.553794860839844,3.802483320236206
c1cc2n(n1)CCN(c1cnn3c1OCCC3)C2,2.1481363773345947,2.1481363773345947,16.30437660217285,3.7737700939178467
C[C]1C[C@H](C)CN(c2ccc(S(C)(=O)=O)s2)C1,2.148090362548828,2.148090362548828,11.78524112701416,3.879138708114624
CC1CCN(CCN2CCOC[C@H](C)C2)CC1,2.147615909576416,2.147615909576416,19.858104705810547,3.8602466583251953
CC(C)S(=O)(=O)CCCc1ccc(F)c(F)c1F,2.1475112438201904,2.1475112438201904,0.9318355321884155,3.717306137084961
C[C@H]1COCCN(c2c3c(nn2C)CCCC3)C1,2.1466875076293945,2.1466875076293945,57.73471450805664,3.921626091003418
Cc1nn(-c2ccc3c(c2)OCCO3)nc1[N+](=O)[O-],2.1464526653289795,2.1464526653289795,14.166398048400879,3.8188066482543945
Clc1cnc(-c2ccc3c(c2)OCCO3)c(Cl)n1,2.1460795402526855,2.1460795402526855,19.595645904541016,3.7720651626586914
C[C@H]1CCOCCN1c1cnn2c1OCCC2,2.1453514099121094,2.1453514099121094,11.358376502990723,3.7563796043395996
C[C](O)CCCCCc1ccc(S(C)(=O)=O)s1,2.144996404647827,2.144996404647827,7.8977952003479,3.8476366996765137
C[C@@H]1COCCCN1c1cnn2c1OCCC2,2.144909381866455,2.144909381866455,4.217197895050049,3.7919318675994873
CCCCC[C@@H](C)CCCC1(C#N)CCN(C)CC1,2.1433396339416504,2.1433396339416504,62.52595901489258,3.7473301887512207
O=[N+]([O-])c1ccc(-c2ccc3c(c2)OCCO3)s1,2.1433215141296387,2.1433215141296387,28.203710556030273,3.9741430282592773
