smi,r,fr_0,ci_beta,resolve_score
N#CC1(C(=O)C2=Cc3ccccc3OC2)CCC1,2.2400472164154053,2.2400472164154053,3.438397169113159,4.547596454620361
Clc1cccc(CCCCCc2ccccc2)c1,2.2304186820983887,2.2304186820983887,36.04014205932617,4.4874587059021
Fc1ccc(CCCCCc2ccccc2)cc1,2.228877305984497,2.228877305984497,43.22768783569336,4.477928161621094
c1ccc(CCCCCCc2ccccn2)cc1,2.227766990661621,2.227766990661621,52.31254959106445,4.5346999168396
Clc1ccc(CCCCCc2ccccc2)cc1,2.2267918586730957,2.2267918586730957,44.86763381958008,4.465484142303467
c1ccc(CCCCCCc2ccncc2)cc1,2.2237253189086914,2.2237253189086914,26.103347778320312,4.556328773498535
c1ccc(CCCCCCc2ccccn2)nc1,2.223513603210449,2.223513603210449,52.46125793457031,4.499382972717285
c1cc(CCCCCCc2ccncc2)ccn1,2.2234678268432617,2.2234678268432617,63.73393630981445,4.485617637634277
Clc1cc(CCCCCc2ccccc2)ccn1,2.2226922512054443,2.2226924896240234,61.255855560302734,4.4808125495910645
N#Cc1ccc(CCCCc2ccccc2)cn1,2.222626209259033,2.222626209259033,47.34209442138672,4.483251094818115
c1ccc(CCCCCCc2ccncc2)nc1,2.221764326095581,2.221764326095581,55.16190719604492,4.5008955001831055
Fc1ccc(CCCCCc2ccccn2)cc1,2.2213940620422363,2.2213940620422363,39.81211853027344,4.467287063598633
Clc1cccc(CCCCCc2ccccn2)c1,2.2207353115081787,2.2207350730895996,20.361011505126953,4.451082706451416
Fc1ccc(CCCCCc2ccccn2)cn1,2.2206921577453613,2.2206921577453613,45.7850341796875,4.492424488067627
Fc1ccc(CCCCCc2ccccc2)cn1,2.2202036380767822,2.2202036380767822,51.613983154296875,4.550080299377441
Clc1ccc(CCCCCc2cccnc2)cc1,2.220179796218872,2.220179796218872,57.56193923950195,4.526442527770996
Fc1cccc(CCCCc2ccccc2)c1F,2.2194440364837646,2.2194440364837646,30.848365783691406,4.443700790405273
O=C(C1=Cc2ccccc2OC1)c1ccccc1,2.21927547454834,2.21927547454834,6.557437896728516,4.63944149017334
c1ccc(NCCCCCc2ccccn2)cc1,2.2177796363830566,2.2177796363830566,55.073917388916016,4.518877983093262
Fc1ccc(CCCCc2ncccc2F)cc1,2.2177090644836426,2.2177090644836426,28.795238494873047,4.481148719787598
Fc1cccnc1CCCCCc1ccccc1,2.2176578044891357,2.2176578044891357,54.56574249267578,4.560253143310547
N#C[C@H]1CCCN(CCCCc2ccccc2)C1,2.217252254486084,2.217252254486084,59.79133605957031,4.511870384216309
Clc1ccccc1CCCCCc1ccccc1,2.2171666622161865,2.2171669006347656,52.266448974609375,4.434585094451904
O[C@@H]1CCCN(NCCCc2ccccc2)CC1,2.215935707092285,2.215935707092285,30.152164459228516,4.515811920166016
Fc1ccc(CCCCCc2ccncc2)cn1,2.2156670093536377,2.2156670093536377,53.296268463134766,4.47699499130249
c1ccc(CCCCCNc2ccncc2)cc1,2.215421199798584,2.215421199798584,56.48902130126953,4.555925369262695
c1ccc(NCCCCCc2ccncc2)cc1,2.215402364730835,2.215402364730835,43.72324752807617,4.549776554107666
Fc1cccnc1CCCCCc1ccncc1,2.215151786804199,2.215151786804199,48.04231643676758,4.526525497436523
Fc1cccnc1CCCCCc1ccccn1,2.214371681213379,2.214371681213379,63.44395446777344,4.505314350128174
Fc1ccc(CCCCNc2ccccc2)cc1,2.213676929473877,2.213676929473877,21.211477279663086,4.479559898376465
Clc1cccc(CCCCCc2cccnc2)c1,2.2132205963134766,2.2132205963134766,40.4235954284668,4.547794342041016
Cc1cccc(CCCCCc2ccccc2)n1,2.2124483585357666,2.2124483585357666,46.57260513305664,4.417454242706299
Fc1ccc(CCCCCc2ccncc2)cc1,2.2123799324035645,2.2123799324035645,40.62424087524414,4.404784202575684
Cc1cccc(C(=O)CCCc2ccccc2)n1,2.2123208045959473,2.2123208045959473,39.234710693359375,4.4953742027282715
O[C@H]1CCCN(CCCCc2ccccc2)CC1,2.2118468284606934,2.2118468284606934,16.214948654174805,4.450198173522949
N#Cc1cc(CCCCc2ccccn2)ccn1,2.21173095703125,2.21173095703125,48.76939010620117,4.508229732513428
c1ccc(CCCCCCc2ccccc2)cc1,2.211637258529663,2.211637258529663,40.23622131347656,4.616659164428711
O[C@@H]1CCCN(CCCNc2ccccc2)CC1,2.211576461791992,2.211576461791992,50.96997833251953,4.512690544128418
c1ccc(CCCCCCc2ccnnc2)cc1,2.211270332336426,2.211270332336426,57.02278137207031,4.417672157287598
CC1CCN(NCCCCc2ccccc2)CC1,2.211209297180176,2.211209297180176,63.266998291015625,4.4501800537109375
Clc1ccc(CCCCCc2ccccn2)cc1,2.2110700607299805,2.2110700607299805,55.330657958984375,4.425291061401367
Nc1ccnc(CCCCCc2ccccc2)c1,2.2108848094940186,2.2108848094940186,45.659996032714844,4.437807083129883
C[C@@H]1CC[C@H](NCCCCCc2ccccc2)C1,2.2106518745422363,2.2106518745422363,60.489627838134766,4.487383842468262
Fc1ccc(CCCCc2ncccc2F)cn1,2.210530996322632,2.210531234741211,24.13524055480957,4.48629903793335
N#Cc1cc(CCCCc2ccncc2)ccn1,2.2102794647216797,2.2102794647216797,11.303871154785156,4.473494529724121
O[C@@H]1CCCN(CCCCc2ccccc2)CC1,2.2102787494659424,2.2102787494659424,57.91462326049805,4.450198173522949
Clc1cccc(CCCCCc2ccncc2)c1,2.2101926803588867,2.2101926803588867,29.186140060424805,4.413700580596924
Clc1ccc(NCCCCc2ccccc2)cc1,2.210083484649658,2.210083484649658,39.81892013549805,4.480624198913574
c1ccc(CCCCCCc2cccnc2)nc1,2.2100701332092285,2.2100701332092285,51.69373321533203,4.582314968109131
O[C@@H]1CCCN(CCCCc2ccncc2)CC1,2.209644317626953,2.209644317626953,63.58848190307617,4.487513542175293
Clc1cc(CCCCCc2ccccc2)cnn1,2.2095718383789062,2.2095718383789062,14.981904983520508,4.451247215270996
Clc1cccc(CCCCNc2ccccc2)c1,2.20949649810791,2.20949649810791,57.431556701660156,4.472467422485352
O=Cc1ccccc1CCCCc1ccccc1,2.20945405960083,2.20945405960083,62.27927017211914,4.430110931396484
N#C[C@H]1CCCN(NCCCc2ccccc2)C1,2.2092068195343018,2.2092068195343018,52.27880096435547,4.556629180908203
Nc1ccc(CCCCCc2ccccc2)cn1,2.2087759971618652,2.2087759971618652,10.573249816894531,4.570972442626953
Clc1cnccc1CCCCCc1ccccc1,2.2084970474243164,2.2084970474243164,61.809906005859375,4.405767440795898
Clc1cccc(NCCCCc2ccccc2)c1,2.2084338665008545,2.2084338665008545,61.21012496948242,4.4478230476379395
N#C[C@H]1CCCN(CCCCc2ccccn2)C1,2.208343982696533,2.208343982696533,51.7612419128418,4.5176777839660645
N[C@H]1CCCN(CCCCCc2ccccc2)C1,2.2082464694976807,2.2082467079162598,44.89250564575195,4.4828081130981445
Fc1cccnc1CCCCc1cccc(Cl)c1,2.208158016204834,2.208158016204834,62.768184661865234,4.461845397949219
Fc1ccc(CCCCNc2ccccc2)cn1,2.2080345153808594,2.2080345153808594,46.393699645996094,4.514828681945801
c1cc(CCCCCNc2ccncc2)ccn1,2.208014726638794,2.208014726638794,59.60560607910156,4.4843525886535645
c1cncc(CCCCCCc2ccncc2)c1,2.207681179046631,2.207681179046631,41.217872619628906,4.599143028259277
O[C@@H]1CCCC[C@@H]1CCCCCc1ccccc1,2.207611083984375,2.207611083984375,54.13957977294922,4.5223822593688965
c1ccc(NCCCCCc2ccncc2)nc1,2.207554817199707,2.207554817199707,25.582469940185547,4.525223255157471
N#Cc1ccc(CCCCc2ccccn2)cn1,2.2073657512664795,2.2073657512664795,40.2482795715332,4.470308780670166
N[C@H]1CCCN(NCCCCc2ccccc2)C1,2.206958293914795,2.206958293914795,33.744972229003906,4.506387710571289
N#Cc1ccc(CCCCc2cccnc2)cn1,2.2069244384765625,2.2069244384765625,8.585440635681152,4.541318893432617
C[C@@H]1CCCN(NCCCCc2cccnc2)C1,2.2060294151306152,2.2060294151306152,19.679359436035156,4.476467132568359
c1ccc(CCCCCNc2ccccn2)nc1,2.2059013843536377,2.2059013843536377,32.7872200012207,4.5279130935668945
Fc1ccc(NCCCCc2ccccn2)cc1,2.2058651447296143,2.2058651447296143,30.13371467590332,4.491970062255859
c1ccc(CCCCCNc2ccccn2)cc1,2.2058403491973877,2.2058403491973877,56.6019172668457,4.5947265625
Fc1cnccc1CCCCCc1ccccn1,2.2058141231536865,2.2058138847351074,48.90616226196289,4.441004276275635
Fc1ccc(CCCCNc2ccccn2)cc1,2.205672264099121,2.205672264099121,55.144100189208984,4.449435234069824
O[C@H]1CCCC[C@H]1CCCCCc1ccccc1,2.205595016479492,2.205595016479492,23.71704864501953,4.5223822593688965
O[C@H]1CCCC[C@@H]1CCCCCc1ccccc1,2.2054800987243652,2.2054800987243652,35.95455551147461,4.5223822593688965
c1ccc(CCCCCNc2ccncc2)nc1,2.20536208152771,2.20536208152771,28.1170597076416,4.485109329223633
O=[N+]([O-])c1nccn1CCCCc1cccnc1,2.205061912536621,2.205061912536621,33.926055908203125,4.471606731414795
O=C(Nc1cccc(Cl)c1)c1cccc(Cl)c1,2.2050247192382812,2.2050247192382812,44.95835876464844,4.507645130157471
N#C[C@H]1CCCN(CCCCc2ccncc2)C1,2.204948663711548,2.2049484252929688,47.25785827636719,4.547750949859619
c1ccc(CCCCCNc2ccccc2)cc1,2.2048511505126953,2.2048511505126953,29.77237892150879,4.608648777008057
Fc1ccc(NCCCCc2ccccc2)nc1,2.2047548294067383,2.2047548294067383,56.562950134277344,4.535327911376953
O[C@@H]1CCCN(NCCCCc2ccccc2)C1,2.204653263092041,2.204653263092041,34.348480224609375,4.450555324554443
Clc1cnccc1CCCCCc1cccnc1,2.204188585281372,2.204188585281372,61.32549285888672,4.463184356689453
N#Cc1ccncc1CCCCc1ccccc1,2.2041454315185547,2.2041454315185547,56.32927703857422,4.42742919921875
Clc1cc(CCCCCc2ccccn2)ccn1,2.204072952270508,2.204072952270508,49.7264518737793,4.427558898925781
N#Cc1cnc(CCCCc2ccccc2)cn1,2.2038023471832275,2.2038025856018066,44.436767578125,4.442327499389648
O[C@H]1CCCN(CCCCc2ccccn2)CC1,2.2037672996520996,2.2037672996520996,41.448692321777344,4.4526824951171875
O=C(CC(=O)c1ccc(F)cn1)Nn1ccnn1,2.2037606239318848,2.2037606239318848,45.802974700927734,4.558414459228516
O=[N+]([O-])c1ncnn1CCCCc1ccccc1,2.20375919342041,2.20375919342041,54.08671569824219,4.489607810974121
O[C@@H]1CCCN(CCCCc2ccccn2)CC1,2.2037534713745117,2.2037534713745117,39.9875602722168,4.4526824951171875
N#Cc1ccc(CCCCc2ccncc2)cn1,2.2035634517669678,2.2035632133483887,48.257652282714844,4.433464527130127
O=C1NCCN1CCCCCCc1ccccc1,2.203479051589966,2.203479051589966,30.026531219482422,4.458636283874512
Cc1cccc(NCCCCc2ccccc2)n1,2.2032902240753174,2.2032902240753174,29.0971622467041,4.510428428649902
C[C@H]1C(=O)NCCN1CCCCc1ccccc1,2.2031497955322266,2.2031497955322266,61.96682357788086,4.480032920837402
Clc1ccc(CCCCCc2ccncc2)cc1,2.2028017044067383,2.2028017044067383,41.71068572998047,4.387786388397217
C[C@@H]1CCCN(CCCCCc2ccccc2)C1,2.2026829719543457,2.2026829719543457,57.832191467285156,4.416653156280518
C[C@@H]1CCCN(CCCCNc2ccccc2)C1,2.202345848083496,2.202346086502075,55.252498626708984,4.458638668060303
Fc1ccc(CCCCCc2cccnc2)nc1,2.202198028564453,2.202198028564453,52.67142105102539,4.428040027618408
Fc1ccc(NCCCCc2ccccc2)cn1,2.2020063400268555,2.2020063400268555,39.068824768066406,4.553844928741455
